ROAD_ID	LGA
627	SURF COAST
628	SURF COAST
629	SURF COAST
630	SURF COAST
631	SURF COAST
632	SURF COAST
633	SURF COAST
634	SURF COAST
635	SURF COAST
636	SURF COAST
637	SURF COAST
638	SURF COAST
639	SURF COAST
640	SURF COAST
641	SURF COAST
642	SURF COAST
643	SURF COAST
644	SURF COAST
645	SURF COAST
646	SURF COAST
647	SURF COAST
648	SURF COAST
649	SURF COAST
650	SURF COAST
651	SURF COAST
652	SURF COAST
653	SURF COAST
654	SURF COAST
655	SURF COAST
656	SURF COAST
657	SURF COAST
658	SURF COAST
659	SURF COAST
660	SURF COAST
661	SURF COAST
662	SURF COAST
663	SURF COAST
664	SURF COAST
665	SURF COAST
666	SURF COAST
667	SURF COAST
668	SURF COAST
669	SURF COAST
670	SURF COAST
671	SURF COAST
672	SURF COAST
673	SURF COAST
674	SURF COAST
675	SURF COAST
676	SURF COAST
677	SURF COAST
678	SURF COAST
679	SURF COAST
680	SURF COAST
681	SURF COAST
682	SURF COAST
683	SURF COAST
684	SURF COAST
685	SURF COAST
686	SURF COAST
687	SURF COAST
688	SURF COAST
689	SURF COAST
690	SURF COAST
691	SURF COAST
692	SURF COAST
693	SURF COAST
694	SURF COAST
695	SURF COAST
696	SURF COAST
697	SURF COAST
698	SURF COAST
699	SURF COAST
700	SURF COAST
701	SURF COAST
702	SURF COAST
703	SURF COAST
704	SURF COAST
705	SURF COAST
706	SURF COAST
707	SURF COAST
708	SURF COAST
709	SURF COAST
710	SURF COAST
711	SURF COAST
712	SURF COAST
713	SURF COAST
714	SURF COAST
715	SURF COAST
716	SURF COAST
717	SURF COAST
718	SURF COAST
719	SURF COAST
720	SURF COAST
721	SURF COAST
722	SURF COAST
723	SURF COAST
724	SURF COAST
725	SURF COAST
726	SURF COAST
727	SURF COAST
728	SURF COAST
729	SURF COAST
730	SURF COAST
731	SURF COAST
732	SURF COAST
733	SURF COAST
734	SURF COAST
735	SURF COAST
736	SURF COAST
737	SURF COAST
738	SURF COAST
739	SURF COAST
740	SURF COAST
741	SURF COAST
742	SURF COAST
743	SURF COAST
744	SURF COAST
745	SURF COAST
746	SURF COAST
747	HORSHAM
748	HORSHAM
749	HORSHAM
750	HORSHAM
751	HORSHAM
752	HORSHAM
753	HORSHAM
754	HORSHAM
755	HORSHAM
756	HORSHAM
757	HORSHAM
758	HORSHAM
759	HORSHAM
760	HORSHAM
761	HORSHAM
762	HORSHAM
763	HORSHAM
764	HORSHAM
765	HORSHAM
766	HORSHAM
767	HORSHAM
768	HORSHAM
769	HORSHAM
770	HORSHAM
771	HORSHAM
772	HORSHAM
773	HORSHAM
774	HORSHAM
775	HORSHAM
776	HORSHAM
777	HORSHAM
778	HORSHAM
779	HORSHAM
780	HORSHAM
781	HORSHAM
782	HORSHAM
783	HORSHAM
784	HORSHAM
785	HORSHAM
786	HORSHAM
787	HORSHAM
788	HORSHAM
789	HORSHAM
790	HORSHAM
791	HORSHAM
792	HORSHAM
793	HORSHAM
794	HORSHAM
795	HORSHAM
796	HORSHAM
797	HORSHAM
798	HORSHAM
799	HORSHAM
800	HORSHAM
801	HORSHAM
802	NORTHERN GRAMPIANS
803	NORTHERN GRAMPIANS
804	NORTHERN GRAMPIANS
805	NORTHERN GRAMPIANS
806	NORTHERN GRAMPIANS
807	NORTHERN GRAMPIANS
808	NORTHERN GRAMPIANS
809	NORTHERN GRAMPIANS
810	NORTHERN GRAMPIANS
811	NORTHERN GRAMPIANS
812	NORTHERN GRAMPIANS
813	NORTHERN GRAMPIANS
814	PYRENEES
815	PYRENEES
816	PYRENEES
817	PYRENEES
818	PYRENEES
819	PYRENEES
820	PYRENEES
821	PYRENEES
822	PYRENEES
823	PYRENEES
824	PYRENEES
825	PYRENEES
826	PYRENEES
827	PYRENEES
828	PYRENEES
829	PYRENEES
830	PYRENEES
831	PYRENEES
832	PYRENEES
833	PYRENEES
834	PYRENEES
835	PYRENEES
836	PYRENEES
837	PYRENEES
838	PYRENEES
839	PYRENEES
840	PYRENEES
841	PYRENEES
842	PYRENEES
843	PYRENEES
844	PYRENEES
845	PYRENEES
846	PYRENEES
847	PYRENEES
848	PYRENEES
849	PYRENEES
850	PYRENEES
851	PYRENEES
852	PYRENEES
853	PYRENEES
854	PYRENEES
855	PYRENEES
856	PYRENEES
857	PYRENEES
858	PYRENEES
859	PYRENEES
860	PYRENEES
861	PYRENEES
862	PYRENEES
863	PYRENEES
864	PYRENEES
865	PYRENEES
866	PYRENEES
867	PYRENEES
868	PYRENEES
869	PYRENEES
870	PYRENEES
871	PYRENEES
872	PYRENEES
873	PYRENEES
874	PYRENEES
875	PYRENEES
876	PYRENEES
877	BALLARAT
878	BALLARAT
879	BALLARAT
880	BALLARAT
881	BALLARAT
882	BALLARAT
883	BALLARAT
884	BALLARAT
885	BALLARAT
886	BALLARAT
887	BALLARAT
888	BALLARAT
889	BALLARAT
890	BALLARAT
891	BALLARAT
892	BALLARAT
893	BALLARAT
894	BALLARAT
895	BALLARAT
896	BALLARAT
897	BALLARAT
898	BALLARAT
899	BALLARAT
900	BALLARAT
901	BALLARAT
902	BALLARAT
903	BALLARAT
904	BALLARAT
905	BALLARAT
906	BALLARAT
907	BALLARAT
908	BALLARAT
909	BALLARAT
910	BALLARAT
911	BALLARAT
912	BALLARAT
913	BALLARAT
914	BALLARAT
915	BALLARAT
916	BALLARAT
917	BALLARAT
918	BALLARAT
919	BALLARAT
920	BALLARAT
921	BALLARAT
922	BALLARAT
923	BALLARAT
924	BALLARAT
925	HINDMARSH
926	HINDMARSH
927	HINDMARSH
928	HINDMARSH
929	HINDMARSH
930	HINDMARSH
931	HINDMARSH
932	HINDMARSH
933	HINDMARSH
934	HINDMARSH
935	HINDMARSH
936	HINDMARSH
937	HINDMARSH
938	HINDMARSH
939	HINDMARSH
940	HINDMARSH
941	HINDMARSH
942	HINDMARSH
943	HINDMARSH
944	BASS COAST
945	BASS COAST
946	BASS COAST
947	BASS COAST
948	BASS COAST
949	BASS COAST
950	BASS COAST
951	BASS COAST
952	BASS COAST
953	BASS COAST
954	BASS COAST
955	BASS COAST
956	BASS COAST
957	BASS COAST
958	BASS COAST
959	BASS COAST
960	BASS COAST
961	BASS COAST
962	BASS COAST
963	BASS COAST
964	BASS COAST
965	BASS COAST
966	BASS COAST
967	BASS COAST
968	BASS COAST
969	BASS COAST
970	BASS COAST
971	BASS COAST
972	BASS COAST
973	BASS COAST
974	BASS COAST
975	BASS COAST
976	BASS COAST
977	BASS COAST
978	BASS COAST
979	BASS COAST
980	BASS COAST
981	BASS COAST
982	BASS COAST
983	BASS COAST
984	BASS COAST
985	BASS COAST
986	BASS COAST
987	BASS COAST
988	BASS COAST
989	BASS COAST
990	BASS COAST
991	BASS COAST
992	BASS COAST
993	BASS COAST
994	BASS COAST
995	BASS COAST
996	BASS COAST
997	BASS COAST
998	BASS COAST
999	BASS COAST
1000	BASS COAST
1001	BASS COAST
1002	BASS COAST
1003	BASS COAST
1004	BASS COAST
1005	BASS COAST
1006	BASS COAST
1007	BASS COAST
1008	BASS COAST
1009	BASS COAST
1010	BASS COAST
1011	BASS COAST
1012	BASS COAST
1013	BASS COAST
1014	BASS COAST
1015	BASS COAST
1016	BASS COAST
1017	BASS COAST
1018	BASS COAST
1019	BASS COAST
1020	BASS COAST
1021	BASS COAST
1022	BASS COAST
1023	BASS COAST
1024	BASS COAST
1025	BASS COAST
1026	BASS COAST
1027	BASS COAST
1028	BASS COAST
1029	BASS COAST
1030	BASS COAST
1031	BASS COAST
1032	BASS COAST
1033	BASS COAST
1034	BASS COAST
1035	BASS COAST
1036	BASS COAST
1037	BASS COAST
1038	BASS COAST
1039	BASS COAST
1040	BASS COAST
1041	BASS COAST
1042	BASS COAST
1043	BASS COAST
1044	BASS COAST
1045	BASS COAST
1046	BASS COAST
1047	BASS COAST
1048	BASS COAST
1049	BASS COAST
1050	BASS COAST
1051	BASS COAST
1052	BASS COAST
1053	BASS COAST
1054	BASS COAST
1055	BASS COAST
1056	BASS COAST
1057	BASS COAST
1058	BASS COAST
1059	BASS COAST
1060	BASS COAST
1061	BASS COAST
1062	BASS COAST
1063	BASS COAST
1064	BASS COAST
1065	BASS COAST
1066	BASS COAST
1067	BASS COAST
1068	BASS COAST
1069	BASS COAST
1070	BASS COAST
1071	BASS COAST
1072	BASS COAST
1073	BASS COAST
1074	BASS COAST
1075	BASS COAST
1076	BASS COAST
1077	BASS COAST
1078	BASS COAST
1079	BASS COAST
1080	BASS COAST
1081	BASS COAST
1082	BASS COAST
1083	BASS COAST
1084	BASS COAST
1085	BASS COAST
1086	BASS COAST
1087	BASS COAST
1088	BASS COAST
1089	BASS COAST
1090	BASS COAST
1091	BASS COAST
1092	BASS COAST
1093	BASS COAST
1094	BASS COAST
1095	BASS COAST
1096	BASS COAST
1097	BASS COAST
1098	BASS COAST
1099	BASS COAST
1100	BASS COAST
1101	BASS COAST
1102	BASS COAST
1103	BASS COAST
1104	BASS COAST
1105	BASS COAST
1106	BASS COAST
1107	BASS COAST
1108	BASS COAST
1109	BASS COAST
1110	BASS COAST
1111	BASS COAST
1112	BASS COAST
1113	BASS COAST
1114	BASS COAST
1115	BASS COAST
1116	BASS COAST
1117	BASS COAST
1118	BASS COAST
1119	BASS COAST
1120	BASS COAST
1121	BASS COAST
1122	BASS COAST
1123	BASS COAST
1124	BASS COAST
1125	BASS COAST
1126	BASS COAST
1127	BASS COAST
1128	BASS COAST
1129	BASS COAST
1130	BASS COAST
1131	BASS COAST
1132	BASS COAST
1133	BASS COAST
1134	BASS COAST
1135	BASS COAST
1136	BASS COAST
1137	BASS COAST
1138	BASS COAST
1139	MOORABOOL
1140	MOORABOOL
1141	MOORABOOL
1142	MOORABOOL
1143	MOORABOOL
1144	MOORABOOL
1145	MOORABOOL
1146	MOORABOOL
1147	MOORABOOL
1148	MOORABOOL
1149	MOORABOOL
1150	MOORABOOL
1151	MOORABOOL
1152	WYNDHAM
1153	WYNDHAM
1154	WYNDHAM
1155	WYNDHAM
1156	WYNDHAM
1157	WYNDHAM
1158	WYNDHAM
1159	WYNDHAM
1160	WYNDHAM
1161	WYNDHAM
1162	WYNDHAM
1163	WYNDHAM
1164	WYNDHAM
1165	WYNDHAM
1166	WYNDHAM
1167	WYNDHAM
1168	WYNDHAM
1169	WYNDHAM
1170	WYNDHAM
1171	WYNDHAM
1172	WYNDHAM
1173	WYNDHAM
1174	WYNDHAM
1175	WYNDHAM
1176	WYNDHAM
1177	WYNDHAM
1178	WYNDHAM
1179	WYNDHAM
1180	WYNDHAM
1181	WYNDHAM
1182	WYNDHAM
1183	WYNDHAM
1184	WYNDHAM
1185	WYNDHAM
1186	WYNDHAM
1187	FRANKSTON
1188	FRANKSTON
1189	FRANKSTON
1190	FRANKSTON
1191	FRANKSTON
1192	FRANKSTON
1193	FRANKSTON
1194	FRANKSTON
1195	FRANKSTON
1196	FRANKSTON
1197	FRANKSTON
1198	FRANKSTON
1199	FRANKSTON
1200	FRANKSTON
1201	FRANKSTON
1202	FRANKSTON
1203	FRANKSTON
1204	FRANKSTON
1205	FRANKSTON
1206	FRANKSTON
1207	FRANKSTON
1208	FRANKSTON
1209	FRANKSTON
1210	FRANKSTON
1211	FRANKSTON
1212	FRANKSTON
1213	FRANKSTON
1214	FRANKSTON
1215	FRANKSTON
1216	FRANKSTON
1217	FRANKSTON
1218	FRANKSTON
1219	FRANKSTON
1220	FRANKSTON
1221	FRANKSTON
1222	FRANKSTON
1223	FRANKSTON
1224	FRANKSTON
1225	FRANKSTON
1226	FRANKSTON
1227	FRANKSTON
1228	FRANKSTON
1229	FRANKSTON
1230	FRANKSTON
1231	FRANKSTON
1232	FRANKSTON
1233	FRANKSTON
1234	FRANKSTON
1235	FRANKSTON
1236	FRANKSTON
1237	FRANKSTON
1238	FRANKSTON
1239	FRANKSTON
1240	FRANKSTON
1241	FRANKSTON
1242	FRANKSTON
1243	FRANKSTON
1244	FRANKSTON
1245	FRANKSTON
1246	FRANKSTON
1247	FRANKSTON
1248	FRANKSTON
1249	FRANKSTON
1250	FRANKSTON
1251	FRANKSTON
1252	FRANKSTON
1253	FRANKSTON
1254	FRANKSTON
1255	FRANKSTON
1256	FRANKSTON
1257	FRANKSTON
1258	FRANKSTON
1259	FRANKSTON
1260	FRANKSTON
1261	FRANKSTON
1262	FRANKSTON
1263	FRANKSTON
1264	FRANKSTON
1265	FRANKSTON
1266	FRANKSTON
1267	FRANKSTON
1268	FRANKSTON
1269	FRANKSTON
1270	FRANKSTON
1271	FRANKSTON
1272	FRANKSTON
1273	FRANKSTON
1274	FRANKSTON
1275	HOBSONS BAY
1276	HOBSONS BAY
1277	HOBSONS BAY
1278	HOBSONS BAY
1279	HOBSONS BAY
1280	HOBSONS BAY
1281	HOBSONS BAY
1282	HOBSONS BAY
1283	HOBSONS BAY
1284	HOBSONS BAY
1285	HOBSONS BAY
1286	HOBSONS BAY
1287	HOBSONS BAY
1288	HOBSONS BAY
1289	HOBSONS BAY
1290	HOBSONS BAY
1291	HOBSONS BAY
1292	HOBSONS BAY
1293	HOBSONS BAY
1294	HOBSONS BAY
1295	KINGSTON
1296	KINGSTON
1297	KINGSTON
1298	HEPBURN
1299	MELTON
1300	BAYSIDE
1301	BAYSIDE
1302	BAYSIDE
1303	BAYSIDE
1304	BAYSIDE
1305	BAYSIDE
1306	BAYSIDE
1307	BAYSIDE
1308	BAYSIDE
1309	BAYSIDE
1310	BAYSIDE
1311	BAYSIDE
1312	BAYSIDE
1313	BAYSIDE
1314	BAYSIDE
1315	BAYSIDE
1316	BAYSIDE
1317	BAYSIDE
1318	BAYSIDE
1319	BAYSIDE
1320	BAYSIDE
1321	SOUTH GIPPSLAND
1322	SOUTH GIPPSLAND
1323	SOUTH GIPPSLAND
1324	SOUTH GIPPSLAND
1325	SOUTH GIPPSLAND
1326	SOUTH GIPPSLAND
1327	SOUTH GIPPSLAND
1328	SOUTH GIPPSLAND
1329	SOUTH GIPPSLAND
1330	SOUTH GIPPSLAND
1331	SOUTH GIPPSLAND
1332	SOUTH GIPPSLAND
1333	SOUTH GIPPSLAND
1334	SOUTH GIPPSLAND
1335	SOUTH GIPPSLAND
1336	SOUTH GIPPSLAND
1337	SOUTH GIPPSLAND
1338	SOUTH GIPPSLAND
1339	SOUTH GIPPSLAND
1340	SOUTH GIPPSLAND
1341	SOUTH GIPPSLAND
1342	SOUTH GIPPSLAND
1343	SOUTH GIPPSLAND
1344	SOUTH GIPPSLAND
1345	SOUTH GIPPSLAND
1346	SOUTH GIPPSLAND
1347	SOUTH GIPPSLAND
1348	SOUTH GIPPSLAND
1349	BRIMBANK
1350	GLEN EIRA
1351	CASEY
1352	PORT PHILLIP
1353	MARIBYRNONG
1354	MARIBYRNONG
1355	MARIBYRNONG
1356	MARIBYRNONG
1357	MARIBYRNONG
1358	MARIBYRNONG
1359	MARIBYRNONG
1360	DANDENONG
1361	DANDENONG
1362	DANDENONG
1363	DANDENONG
1364	DANDENONG
1365	DANDENONG
1366	DANDENONG
1367	DANDENONG
1368	DANDENONG
1369	DANDENONG
1370	DANDENONG
1371	DANDENONG
1372	DANDENONG
1373	DANDENONG
1374	DANDENONG
1375	DANDENONG
1376	DANDENONG
1377	DANDENONG
1378	DANDENONG
1379	STONNINGTON
1380	CENTRAL GOLDFIELDS
1381	MELBOURNE
1382	MELBOURNE
1383	MELBOURNE
1384	MELBOURNE
1385	MELBOURNE
1386	MELBOURNE
1387	MELBOURNE
1388	MELBOURNE
1389	MELBOURNE
1390	MELBOURNE
1391	MELBOURNE
1392	MELBOURNE
1393	MELBOURNE
1394	MELBOURNE
1395	MELBOURNE
1396	MELBOURNE
1397	MELBOURNE
1398	MELBOURNE
1399	MELBOURNE
1400	MELBOURNE
1401	MELBOURNE
1402	MELBOURNE
1403	MELBOURNE
1404	MELBOURNE
1405	MELBOURNE
1406	MONASH
1407	MONASH
1408	MOONEE VALLEY
1409	YARRA
1410	YARRA
1411	YARRA
1412	YARRA
1413	YARRA
1414	YARRA
1415	YARRA
1416	YARRA
1417	YARRA
1418	YARRA
1419	YARRA
1420	YARRA
1421	YARRA
1422	YARRA
1423	YARRA
1424	YARRA
1425	YARRA
1426	YARRA
1427	YARRA
1428	YARRA
1429	YARRA
1430	YARRA
1431	YARRA
1432	YARRA
1433	YARRA
1434	YARRA
1435	YARRA
1436	BOROONDARA
1437	BOROONDARA
1438	BOROONDARA
1439	BOROONDARA
1440	BOROONDARA
1441	BOROONDARA
